'H_650C_1.5lbf_start';'B_650C_1.5lbf_start'
438.9863826;0.967884237
430.4056326;0.950284397
419.6796382;0.932506305
413.2439049;0.914648457
403.232992;0.896584221
396.0821773;0.878398029
387.5014273;0.860179008
378.205425;0.841819267
370.3396996;0.82333756
361.0438681;0.80475264
352.4628904;0.786027002
344.5972219;0.76720755
334.5861951;0.748350564
326.0053313;0.729437291
317.4245813;0.710416128
309.5586851;0.691310534
298.8326907;0.672181491
288.8216411;0.652944559
280.9558929;0.633548146
273.0900764;0.614048538
265.9393379;0.594436355
256.6435155;0.574758513
247.3475532;0.555090051
238.0516762;0.535388751
227.3256817;0.515617087
215.8843782;0.495746923
204.4433023;0.475773566
195.8625523;0.455729826
187.2815746;0.435648542
177.9855724;0.415543819
169.4048224;0.395331216
160.8240154;0.375024791
151.5279563;0.354690222
142.2321248;0.334304051
134.3664563;0.313852212
125.7854786;0.293339399
115.774338;0.272784365
105.7635389;0.252313763
96.46759356;0.231777492
87.17153441;0.211119265
75.73045852;0.190493876
66.43462704;0.169709006
56.42348642;0.1488444
47.84273642;0.127965717
39.97706789;0.106918162
29.96615495;0.085762718
19.95512816;0.064565053
10.65901209;0.043334559
3.507628161;0.022024328
-5.071869607;0.000662515
-14.36855487;-0.020685213
-22.23371112;-0.042018874
-32.95964862;-0.063493281
-42.2557647;-0.085103731
-50.12205934;-0.106629731
-60.84799684;-0.128108815
-70.14411291;-0.14955507
-79.44022898;-0.171015391
-88.73634505;-0.192475704
-96.60093211;-0.21388911
-104.4666576;-0.235255619
-115.1925951;-0.256664348
-124.4887111;-0.278044924
-133.0699165;-0.299416119
-141.6511218;-0.320918661
-150.2323272;-0.34251973
-160.9582647;-0.364191181
-170.2543808;-0.38590953
-178.8355861;-0.407707606
-188.1299946;-0.429374325
-197.4266799;-0.450829951
-206.7216576;-0.472173011
-216.7332535;-0.493290921
-227.4586218;-0.514254036
-236.7553071;-0.53536725
-246.7657647;-0.556546124
-256.0618808;-0.577523296
-265.3579968;-0.598373826
-273.2242915;-0.619182144
-281.8054968;-0.639920117
-292.5314343;-0.660564278
-301.8275504;-0.681147446
-313.2683986;-0.701646182
-321.849604;-0.722149614
-331.8594924;-0.742653046
-341.8716576;-0.76302514
-351.8826843;-0.783359718
-361.8937111;-0.803745898
-370.4749165;-0.824150831
-381.9157647;-0.844311823
-391.2101732;-0.864346173
-401.2223384;-0.884441524
-410.5167468;-0.904475873
-419.0979522;-0.924317884
-427.6791576;-0.944136436
-438.4050951;-0.963940921
-446.9863004;-0.983468663
-456.9973272;-1.002653984
-465.5785326;-1.021271724
-476.3044701;-1.038941937
-487.0304076;-1.055139252
-496.3265236;-1.069643206
-506.3375504;-1.082510095
-516.3485772;-1.093528827
-527.7894254;-1.102826053
-539.2302736;-1.110791099
-550.6711218;-1.117738244
-564.2584098;-1.123887963
-575.699258;-1.129207416
-587.8555861;-1.133856094
-597.8666129;-1.137899664
-608.5925504;-1.141263073
-620.7483093;-1.144115192
-633.618979;-1.146376276
-645.0598272;-1.148097922
-657.2178629;-1.149622557
-670.8034433;-1.150842293
-682.2442915;-1.151757131
-694.4006196;-1.15261099
-707.2724276;-1.153380414
-717.9977959;-1.154065404
-730.869604;-1.154703486
-742.3104522;-1.155210228
-753.7513004;-1.155693516
-765.1921486;-1.156223712
-778.0639567;-1.156500606
-788.7910326;-1.156702449
-800.2318808;-1.157152901
-810.2429076;-1.157453249
-820.2539343;-1.157528441
-830.9798718;-1.157885078
-842.4207201;-1.158222952
-853.8615683;-1.158133968
-865.3024165;-1.158256068
-876.7438339;-1.158650232
-887.4692022;-1.158673826
-899.6249611;-1.158603604
-911.0680861;-1.158979004
-921.0791129;-1.159232445
-932.5199611;-1.159044956
-943.2458986;-1.159176437
-954.6867468;-1.159664416
-963.9828629;-1.159641103
-974.7088004;-1.159317581
-985.4347379;-1.159580403
-997.5904968;-1.159918277
-1006.886613;-1.15963228
-1016.89764;-1.159487007
-1026.908666;-1.159914006
-1036.919693;-1.160068941
-1048.360541;-1.15987207
-1056.941747;-1.15999886
-1068.382595;-1.160303899
-1076.9638;-1.160304039
-1088.404649;-1.160247891
-1096.985854;-1.160365299
-1107.711791;-1.160388893
-1117.722818;-1.160351507
-1127.733845;-1.160492369
-1136.31505;-1.160722356
-1145.611166;-1.160816311
-1154.192372;-1.16081176
-1165.63322;-1.16093855
-1174.214425;-1.161131011
-1185.655274;-1.161149914
-1193.520999;-1.161159436
-1202.100497;-1.161417567
-1211.396613;-1.161549048
-1220.692729;-1.161385012
-1229.273934;-1.161450823
-1237.85514;-1.1616855
-1246.436345;-1.161648114
-1255.015843;-1.161591965
-1263.597048;-1.161836024
-1271.462774;-1.161878382
-1279.329068;-1.161662747
-1286.478745;-1.161775466
-1294.34447;-1.162010143
-1302.925675;-1.16192585
-1311.506881;-1.161855628
-1318.658265;-1.162076234
-1328.669291;-1.162179571
-1335.104057;-1.162062442
-1344.399604;-1.162128253
-1352.265899;-1.162409839
-1360.132193;-1.162494412
-1369.428309;-1.162414809
-1378.009515;-1.162593198
-1387.304492;-1.162851329
-1395.169649;-1.162823325
-1403.035943;-1.162800011
-1410.187327;-1.163025307
-1415.906613;-1.163147407
-1422.343086;-1.163081876
-1428.779559;-1.163175831
-1437.358488;-1.163363601
-1443.794961;-1.163349669
-1450.946345;-1.163312284
-1456.665631;-1.163462528
-1464.531925;-1.163584627
-1470.25235;-1.163556622
-1477.402595;-1.163613051
-1483.839068;-1.163782057
-1491.705363;-1.163829104
-1498.140129;-1.163810481
-1505.290943;-1.16392789
-1510.297595;-1.164064062
-1516.731791;-1.164059511
-1523.168265;-1.164069032
-1528.88755;-1.164186441
-1535.324024;-1.16424287
-1542.475408;-1.164224247
-1547.479783;-1.164294747
-1551.771524;-1.164412156
-1558.206289;-1.164445131
-1563.927283;-1.164492178
-1568.931658;-1.164543916
-1573.938309;-1.164619108
-1580.374783;-1.164797496
-1586.094068;-1.164896142
-1590.384671;-1.164891591
-1596.105095;-1.164952711
-1600.394559;-1.165065428
-1606.116122;-1.165084331
-1610.406725;-1.165084471
-1614.697327;-1.165164354
-1621.132093;-1.16520202
-1626.853086;-1.165159943
-1631.859738;-1.165183537
-1636.149202;-1.16539007
-1640.438666;-1.165549696
-1643.300586;-1.165488856
-1647.59005;-1.165498377
-1651.881791;-1.165653311
-1656.171256;-1.165615925
-1660.46072;-1.165564466
-1664.03755;-1.165808525
-1669.041925;-1.165930625
-1673.332528;-1.165790043
-1676.90822;-1.165823018
-1680.482774;-1.166029551
-1683.344693;-1.165917113
-1687.634158;-1.165804675
-1691.925899;-1.166086261
-1695.500452;-1.166194288
-1698.360095;-1.166002108
-1702.651267;-1.166053846
-1706.22639;-1.166279142
-1709.086033;-1.16633088
-1711.945675;-1.166359164
-1716.237416;-1.166471882
-1719.097059;-1.166434496
-1723.3888;-1.166364274
-1725.533533;-1.166491064
-1728.393175;-1.166519348
-1731.967729;-1.166392838
-1733.398689;-1.166416431
-1736.974381;-1.166646418
-1739.119113;-1.16671692
-1743.410854;-1.166496595
-1744.840675;-1.166431064
-1746.270497;-1.166590689
-1749.13014;-1.166511086
-1751.274872;-1.166243853
-1753.420742;-1.166253374
-1754.851133;-1.166450525
-1757.711345;-1.166389685
-1760.570988;-1.166164669
-1761.286468;-1.166192954
-1763.432908;-1.166352579
-1764.862729;-1.166160399
-1766.29255;-1.165893166
-1767.722372;-1.166048101
-1769.152193;-1.166118602
-1771.296925;-1.165738792
-1772.011836;-1.165668571
-1773.442796;-1.166006446
-1774.873756;-1.165889318
-1774.873756;-1.165711209
-1776.303577;-1.166053774
-1777.733399;-1.166114893
-1777.018488;-1.165810134
-1777.733399;-1.165950998
-1778.448309;-1.166176294
-1779.878131;-1.165970041
-1779.16322;-1.165866984
-1780.593041;-1.166059444
-1780.593041;-1.166106492
-1780.593041;-1.165961219
-1779.878131;-1.16597074
-1781.307952;-1.166224181
-1782.022863;-1.166271229
-1780.593041;-1.166055595
-1780.593041;-1.166168313
-1779.878131;-1.166323248
-1779.878131;-1.166126377
-1779.878131;-1.16602332
-1780.593041;-1.16608913
-1779.878131;-1.16609396
-1778.448309;-1.16596745
-1777.733399;-1.165981663
-1777.018488;-1.166075618
-1777.018488;-1.165888128
-1775.588666;-1.165799143
-1774.873756;-1.165921242
-1773.442796;-1.165912001
-1772.011836;-1.165794872
-1772.011836;-1.165823157
-1770.582015;-1.16590773
-1769.152193;-1.165767147
-1768.437283;-1.165715688
-1766.29255;-1.165875313
-1765.57764;-1.165936433
-1762.717428;-1.165786469
-1761.286468;-1.165749082
-1760.570988;-1.165857109
-1757.711345;-1.165721218
-1755.566613;-1.165514964
-1753.420742;-1.165524486
-1751.274872;-1.165524626
-1749.13014;-1.165327755
-1747.700318;-1.165285677
-1745.555586;-1.165407777
-1741.979894;-1.165314101
-1740.548934;-1.165070322
-1737.689291;-1.16511737
-1735.544559;-1.165187872
-1732.683209;-1.164962855
-1730.537908;-1.164855107
-1727.678265;-1.165019424
-1723.3888;-1.164977348
-1720.526881;-1.164719497
-1717.667238;-1.164644585
-1714.807595;-1.164621271
-1710.515854;-1.164452544
-1706.22639;-1.164358869
-1704.796568;-1.164377772
-1700.504827;-1.164190282
-1697.645184;-1.163927739
-1694.070631;-1.163829374
-1689.779459;-1.163754461
-1686.204336;-1.163552899
-1683.344693;-1.163426388
-1679.052952;-1.163356167
-1675.478399;-1.163224966
-1671.901568;-1.16306562
-1668.327015;-1.163014162
-1664.03755;-1.16306121
-1660.46072;-1.163080113
-1655.456345;-1.163075562
-1651.881791;-1.163103847
-1648.304961;-1.163113369
-1643.300586;-1.163029075
-1639.723756;-1.163010452
-1634.719381;-1.162977757
-1630.428778;-1.162907536
-1626.138175;-1.16287484
-1620.416613;-1.162790547
-1616.127149;-1.162664037
-1611.837684;-1.162471856
-1606.116122;-1.162317202
-1602.540999;-1.162265743
-1596.820006;-1.162242429
-1592.530541;-1.162172208
-1586.094068;-1.162059769
-1582.519515;-1.161970785
-1576.797952;-1.161914636
-1570.362617;-1.161891322
-1566.072015;-1.161807028
-1560.352729;-1.16169928
-1556.060988;-1.161732255
-1549.625084;-1.16169956
-1545.33505;-1.161549595
-1539.615195;-1.161498137
-1532.464381;-1.161479514
-1526.027908;-1.1614562
-1521.023533;-1.161456339
-1514.587059;-1.161484624
-1509.582684;-1.161456619
-1503.146211;-1.161292582
-1496.709738;-1.161142618
-1489.560631;-1.161048943
-1484.553979;-1.160908361
-1477.402595;-1.160861594
-1470.25235;-1.160819517
-1464.531925;-1.160627337
-1458.096021;-1.160449228
-1451.661256;-1.160289883
-1445.224783;-1.160088321
-1438.789448;-1.159910212
-1430.924291;-1.159825918
-1424.487818;-1.159811986
-1419.482874;-1.159704238
-1413.04697;-1.159535511
-1405.895586;-1.15946529
-1400.1763;-1.159399759
-1392.310006;-1.159235723
-1383.7288;-1.159095141
-1376.579124;-1.159048373
-1368.713399;-1.158926554
-1360.132193;-1.158696847
-1350.836077;-1.158518739
-1342.969783;-1.158387537
-1335.104057;-1.158242264
-1328.669291;-1.1580923
-1320.802997;-1.157937646
-1311.506881;-1.157754847
-1305.072115;-1.15759081
-1296.49091;-1.157497136
-1290.055006;-1.157347172
-1282.903622;-1.157173754
-1275.037896;-1.157066007
-1268.603131;-1.156897281
-1260.736836;-1.15658314
-1252.155631;-1.156273691
-1244.290475;-1.156128418
-1234.993789;-1.155959691
-1227.844113;-1.155687767
-1219.262908;-1.155565948
-1210.681702;-1.155547325
-1202.815408;-1.155406742
-1194.236479;-1.155242706
-1185.655274;-1.155181867
-1177.074068;-1.15507881
-1168.492863;-1.154863176
-1159.911658;-1.154713212
-1149.900631;-1.154600774
-1141.319425;-1.154427356
-1133.454838;-1.154296155
-1124.159291;-1.154193099
-1114.148265;-1.154038444
-1106.28197;-1.153813428
-1097.700765;-1.153564958
-1089.119559;-1.153372778
-1079.823443;-1.153316629
-1069.097506;-1.153298006
-1059.80139;-1.153166804
-1051.220184;-1.153054366
-1042.641256;-1.152965381
-1032.629091;-1.152787273
-1023.334113;-1.152618546
-1013.323086;-1.152501418
-1004.741881;-1.152295165
-994.730854;-1.151990406
-985.4347379;-1.151788843
-976.1386218;-1.151615425
-966.8425058;-1.151287213
-956.831479;-1.15089333
-947.5353629;-1.150649551
-937.5249053;-1.150462061
-927.5133093;-1.150166684
-916.7873718;-1.149951049
-906.7763451;-1.149763559
-896.7653183;-1.149477563
-887.4692022;-1.149196258
-877.4587446;-1.149008768
-868.1620593;-1.148807206
-856.7212111;-1.148436776
-845.2803629;-1.148014749
-835.2693361;-1.147686537
-826.6881308;-1.147372396
-817.3925839;-1.147020729
-807.3826955;-1.146697207
-798.8014901;-1.146359614
-788.0761218;-1.145909441
-778.7794366;-1.14540298
-768.0540683;-1.14496219
-758.757383;-1.144512018
-748.0320147;-1.143907051
-736.5911665;-1.143222341
-726.5790013;-1.142607992
-716.5668361;-1.141923281
-705.1259879;-1.141055632
-694.4006196;-1.140136386
-683.6741129;-1.139231212
-673.6630861;-1.138199387
-662.2222379;-1.136998695
-650.7813897;-1.135727642
-640.7703629;-1.134273646
-630.7593361;-1.132599185
-619.3184879;-1.130685498
-609.3074611;-1.128396552
-600.7262558;-1.125737037
-590.715229;-1.122664735
-581.4191129;-1.119109285
-570.6931754;-1.115122285
-559.2523272;-1.110666209
-548.5263897;-1.105661314
-537.8004522;-1.100145129
-527.7894254;-1.094145796
-518.4933093;-1.087470994
-509.1971933;-1.08002691
-500.6159879;-1.071776012
-490.6049611;-1.062394639
-482.0237558;-1.051554435
-473.4448272;-1.039161589
-464.1481419;-1.025422488
-456.2824165;-1.010426278
-446.2713897;-0.994210493
-438.4050951;-0.9771879
-430.5388004;-0.959827563
-420.528912;-0.942265504
-413.3786665;-0.924464219
-404.7974611;-0.906606646
-396.2162558;-0.888735015
-387.6350504;-0.870633548
-379.0538451;-0.852386666
-369.7594366;-0.834116326
-361.8937111;-0.815695886
-351.8826843;-0.797219159
-344.0163897;-0.778714287
-333.2904522;-0.760017104
-324.7092468;-0.741212032
-316.1280415;-0.722336586
-306.8319254;-0.703329775
-298.2507201;-0.684243227
-288.9557424;-0.665137926
-280.374537;-0.645985709
-271.0795593;-0.626702155
-263.2132647;-0.607310711
-255.3469701;-0.587947411
-244.6210326;-0.568513756
-236.0398272;-0.548869028
-227.4586218;-0.529158639
-218.8796933;-0.509401344
-208.1520482;-0.489545532
-199.5719812;-0.4696475
-190.2764343;-0.449683798
-181.695229;-0.429626275
-173.1140236;-0.409489015
-164.5328183;-0.389333002
-155.2367022;-0.369092558
-145.2256754;-0.348720757
-136.6450392;-0.328367719
-128.7804522;-0.307981851
-118.7694254;-0.287483389
-110.1882201;-0.266909877
-101.6070147;-0.246280077
-93.02580934;-0.225767539
-84.44460398;-0.205240933
-75.86339862;-0.184582989
-66.56899014;-0.163925036
-57.98835398;-0.143168575
-47.26241648;-0.12230892
-38.68121112;-0.101332004
-28.67018434;-0.080350402
-18.65915755;-0.059406325
-10.0779522;-0.038316843
-1.496746839;-0.017058498
7.084458518;0.004288974
14.95018396;0.025655209
24.24459245;0.047157485
32.8257978;0.068711364
43.55247526;0.090218317
52.84830673;0.111664288
59.99889379;0.133058666
66.43462704;0.15445773
